ID	s	d	ts	te	LLC	size	hops	band usage
----------------------------------------------------
0	0	7	3	3	0	120	2	0	0	0
1	2	6	4	26	22	3600	12	0	12	0
2	3	6	3	4	1	1200	0	0	8	0
3	0	8	0	0	0	120	2	0	0	0
4	2	8	3	27	24	1200	8	0	0	0
5	2	6	3	24	21	120	2	0	0	0
6	2	6	4	24	20	120	2	0	0	0
7	1	8	0	25	25	3600	24	0	0	0
8	0	7	0	0	0	120	2	0	0	0
9	4	5	2	74	72	1200	12	0	0	0
10	1	6	4	24	20	120	2	0	0	0
11	3	8	0	0	0	3600	12	0	0	12
12	3	6	9	9	0	3600	0	0	24	0
13	4	8	6	18	12	120	4	0	0	0
14	1	8	7	25	18	1200	8	0	0	0
15	0	6	13	14	1	1200	4	0	4	0
16	3	7	7	8	1	1200	0	0	8	0
17	0	8	8	8	0	3600	12	0	12	0
18	4	7	7	17	10	1200	8	0	0	0
19	4	6	11	18	7	1200	12	0	4	0
20	1	8	14	27	13	3600	24	0	0	0
21	3	5	28	74	46	1200	4	0	4	0
22	3	6	26	26	0	120	2	0	0	0
23	4	6	27	78	51	120	4	0	0	0
24	3	6	25	25	0	1200	0	0	8	0
25	3	7	26	28	2	2400	0	0	16	0
26	2	6	23	26	3	2400	8	0	8	0
27	3	7	25	28	3	2400	0	0	16	0
28	2	8	43	56	13	3600	24	0	0	0
29	1	5	45	105	60	2400	24	0	8	0
30	1	8	45	55	10	2400	16	0	0	0
31	0	6	46	46	0	120	2	0	0	0
32	3	5	47	104	57	2400	16	0	0	16
33	2	5	43	104	61	1200	16	0	4	0
34	3	7	43	43	0	1200	4	0	4	0
35	4	7	41	77	36	3600	24	0	0	0
36	0	6	47	49	2	2400	8	0	8	0
37	3	7	41	43	2	2400	8	0	8	0
38	2	6	45	54	9	120	3	0	0	0
39	2	6	41	56	15	2400	8	0	8	0
40	4	5	64	165	101	1200	16	0	0	0
41	2	6	58	104	46	120	3	0	0	0
42	4	7	64	77	13	120	2	0	0	0
43	3	6	60	60	0	120	2	0	0	0
44	4	5	65	166	101	2400	24	0	8	0
45	1	8	61	105	44	120	3	0	0	0
46	2	7	66	107	41	1200	12	0	8	0
47	0	8	60	60	0	1200	0	0	8	0
48	3	6	60	61	1	3600	0	0	12	12
49	0	5	58	105	47	2400	8	0	8	0
50	4	5	64	165	101	120	4	0	0	0
51	2	8	66	105	39	3600	24	0	12	0
52	4	5	66	166	100	2400	24	0	8	0
53	1	5	64	165	101	120	6	0	0	0
54	2	6	59	104	45	120	3	0	0	0
55	1	7	70	110	40	2400	8	0	16	0
56	1	5	73	165	92	1200	20	0	0	0
57	0	7	70	70	0	1200	0	0	8	0
58	0	5	72	105	33	120	2	0	0	0
59	3	8	69	72	3	3600	0	0	24	0
60	0	8	69	69	0	2400	0	0	16	0
61	0	8	69	69	0	1200	0	0	8	0
62	1	5	77	165	88	1200	20	0	0	0
63	0	6	87	88	1	2400	8	0	8	0
64	3	5	85	165	80	120	4	0	0	0
65	1	7	85	111	26	3600	12	0	24	0
66	2	6	84	104	20	1200	12	0	0	0
67	4	7	84	150	66	3600	24	0	0	0
68	1	8	87	106	19	3600	12	0	12	0
69	3	8	89	89	0	120	2	0	0	0
70	2	7	92	111	19	2400	16	0	24	0
71	0	7	84	84	0	1200	4	0	4	0
72	0	8	88	88	0	120	2	0	0	0
