ID	s	d	ts	te	LLC	size
------------------------------
21	0	8	33	33	0	1200	
89	2	7	124	128	4	120	
80	2	6	108	115	7	120	
82	2	6	108	115	7	2400	
7	1	7	17	25	8	120	
23	2	7	33	41	8	120	
70	2	7	96	105	9	120	
72	2	8	96	105	9	120	
13	2	7	33	43	10	1200	
16	1	7	33	43	10	2400	
25	1	7	33	43	10	2400	
26	2	7	33	43	10	2400	
27	1	7	33	43	10	2400	
34	2	6	44	54	10	120	
81	2	7	108	118	10	1200	
92	2	7	124	135	11	3600	
31	1	7	44	56	12	1200	
103	4	8	137	150	13	120	
105	4	8	137	150	13	120	
17	2	7	33	47	14	3600	
74	1	7	96	110	14	2400	
75	2	7	96	110	14	3600	
37	2	7	44	59	15	2400	
51	4	8	63	78	15	120	
101	4	6	137	152	15	120	
104	4	6	137	152	15	3600	
46	4	6	63	80	17	2400	
48	4	8	63	80	17	1200	
2	4	6	0	18	18	120	
4	4	8	0	18	18	120	
66	2	6	83	104	21	120	
57	1	7	83	105	22	120	
60	2	8	83	105	22	3600	
64	2	7	83	107	24	1200	
86	4	8	124	150	26	120	
87	4	8	124	150	26	1200	
93	4	8	124	150	26	120	
1	1	7	0	28	28	1200	
85	4	6	124	152	28	1200	
90	4	6	124	152	28	3600	
91	4	6	124	152	28	1200	
39	4	8	44	78	34	120	
36	4	6	44	80	36	1200	
97	2	8	137	173	36	120	
102	1	8	137	173	36	120	
106	2	8	137	173	36	120	
99	2	6	137	174	37	3600	
38	4	8	44	82	38	2400	
98	2	8	137	175	38	1200	
100	1	7	137	175	38	1200	
41	2	6	63	104	41	120	
47	1	6	63	104	41	120	
49	2	6	63	104	41	1200	
50	0	5	63	104	41	3600	
54	0	5	63	104	41	120	
94	2	5	124	165	41	1200	
40	2	7	63	105	42	120	
42	1	7	63	105	42	120	
44	1	8	63	105	42	120	
52	1	8	63	105	42	120	
78	4	8	108	150	42	120	
15	4	8	33	80	47	1200	
18	4	6	33	80	47	2400	
20	4	6	33	80	47	2400	
24	4	8	33	80	47	1200	
88	1	7	124	175	51	120	
95	1	8	124	175	51	1200	
96	1	7	124	175	51	120	
68	4	8	96	150	54	1200	
73	4	8	96	150	54	2400	
69	4	6	96	152	56	3600	
76	4	6	96	152	56	120	
9	2	5	17	74	57	120	
10	1	5	17	74	57	1200	
12	2	5	17	74	57	120	
77	2	5	108	165	57	120	
79	3	5	108	165	57	1200	
84	1	5	108	165	57	1200	
11	3	5	17	75	58	3600	
83	3	5	108	166	58	2400	
28	2	5	44	104	60	3600	
30	1	5	44	104	60	120	
32	3	5	44	104	60	120	
35	0	5	44	104	60	1200	
8	4	8	17	78	61	120	
61	4	8	83	150	67	1200	
63	4	8	83	150	67	2400	
71	1	5	96	165	69	1200	
19	1	5	33	104	71	2400	
22	2	5	33	104	71	1200	
0	0	5	0	74	74	120	
3	2	5	0	74	74	1200	
55	2	5	83	165	82	120	
62	0	5	83	165	82	1200	
65	0	5	83	165	82	1200	
67	1	5	83	165	82	1200	
56	2	5	83	166	83	2400	
58	3	5	83	166	83	2400	
59	0	5	83	166	83	2400	
43	2	5	63	165	102	120	
45	2	5	63	165	102	120	
53	2	5	63	165	102	1200	
29	4	5	44	165	121	120	
33	4	5	44	165	121	1200	
14	4	5	33	165	132	1200	
6	4	5	17	165	148	1200	
5	4	5	17	166	149	2400	
