ID	s	d	ts	te	LLC	size	curr node	packetID	copies	band usage
----------------------------------------------------
38	1	6	48	-1	-49	2400	1	4	-1	0	0	0	0
38	1	6	48	-1	-49	2400	1	5	-1	0	0	0	0
38	1	6	48	-1	-49	2400	1	6	-1	0	0	0	0
38	1	6	48	-1	-49	2400	1	7	-1	0	0	0	0
36	1	5	50	-1	-51	2400	1	0	-1	0	0	0	0
36	1	5	50	-1	-51	2400	1	1	-1	0	0	0	0
36	1	5	50	-1	-51	2400	1	2	-1	0	0	0	0
36	1	5	50	-1	-51	2400	1	3	-1	0	0	0	0
36	1	5	50	-1	-51	2400	1	4	-1	0	0	0	0
36	1	5	50	-1	-51	2400	1	5	-1	0	0	0	0
36	1	5	50	-1	-51	2400	1	6	-1	0	0	0	0
36	1	5	50	-1	-51	2400	1	7	-1	0	0	0	0
7	2	5	18	-1	-19	3600	2	7	-1	0	0	0	0
7	2	5	18	-1	-19	3600	2	8	-1	0	0	0	0
7	2	5	18	-1	-19	3600	2	9	-1	0	0	0	0
7	2	5	18	-1	-19	3600	2	10	-1	0	0	0	0
7	2	5	18	-1	-19	3600	2	11	-1	0	0	0	0
8	2	8	18	-1	-19	3600	2	0	-1	0	0	0	0
8	2	8	18	-1	-19	3600	2	1	-1	0	0	0	0
8	2	8	18	-1	-19	3600	2	2	-1	0	0	0	0
8	2	8	18	-1	-19	3600	2	3	-1	0	0	0	0
8	2	8	18	-1	-19	3600	2	4	-1	0	0	0	0
8	2	8	18	-1	-19	3600	2	5	-1	0	0	0	0
8	2	8	18	-1	-19	3600	2	6	-1	0	0	0	0
8	2	8	18	-1	-19	3600	2	7	-1	0	0	0	0
8	2	8	18	-1	-19	3600	2	8	-1	0	0	0	0
8	2	8	18	-1	-19	3600	2	9	-1	0	0	0	0
8	2	8	18	-1	-19	3600	2	10	-1	0	0	0	0
8	2	8	18	-1	-19	3600	2	11	-1	0	0	0	0
31	2	7	48	-1	-49	2400	2	4	-1	0	0	0	0
31	2	7	48	-1	-49	2400	2	5	-1	0	0	0	0
31	2	7	48	-1	-49	2400	2	6	-1	0	0	0	0
31	2	7	48	-1	-49	2400	2	7	-1	0	0	0	0
37	2	7	49	-1	-50	2400	2	0	-1	0	0	0	0
37	2	7	49	-1	-50	2400	2	1	-1	0	0	0	0
37	2	7	49	-1	-50	2400	2	2	-1	0	0	0	0
37	2	7	49	-1	-50	2400	2	3	-1	0	0	0	0
37	2	7	49	-1	-50	2400	2	4	-1	0	0	0	0
37	2	7	49	-1	-50	2400	2	5	-1	0	0	0	0
37	2	7	49	-1	-50	2400	2	6	-1	0	0	0	0
37	2	7	49	-1	-50	2400	2	7	-1	0	0	0	0
12	2	5	11	175	164	1200	3	1	-1	2	0	0	0
12	2	5	11	175	164	1200	3	2	-1	2	0	0	0
12	2	5	11	176	165	1200	3	3	-1	2	0	0	0
43	4	7	68	-1	-69	3600	4	9	-1	0	0	0	0
43	4	7	68	-1	-69	3600	4	10	-1	0	0	0	0
43	4	7	68	-1	-69	3600	4	11	-1	0	0	0	0
59	4	8	74	-1	-75	3600	4	0	-1	0	0	0	0
59	4	8	74	-1	-75	3600	4	1	-1	0	0	0	0
59	4	8	74	-1	-75	3600	4	2	-1	0	0	0	0
59	4	8	74	-1	-75	3600	4	3	-1	0	0	0	0
59	4	8	74	-1	-75	3600	4	4	-1	0	0	0	0
59	4	8	74	-1	-75	3600	4	5	-1	0	0	0	0
59	4	8	74	-1	-75	3600	4	6	-1	0	0	0	0
59	4	8	74	-1	-75	3600	4	7	-1	0	0	0	0
59	4	8	74	-1	-75	3600	4	8	-1	0	0	0	0
59	4	8	74	-1	-75	3600	4	9	-1	0	0	0	0
59	4	8	74	-1	-75	3600	4	10	-1	0	0	0	0
59	4	8	74	-1	-75	3600	4	11	-1	0	0	0	0
62	4	8	76	-1	-77	1200	4	0	-1	0	0	0	0
62	4	8	76	-1	-77	1200	4	1	-1	0	0	0	0
62	4	8	76	-1	-77	1200	4	2	-1	0	0	0	0
62	4	8	76	-1	-77	1200	4	3	-1	0	0	0	0
60	4	8	81	-1	-82	1200	4	0	-1	0	0	0	0
60	4	8	81	-1	-82	1200	4	1	-1	0	0	0	0
60	4	8	81	-1	-82	1200	4	2	-1	0	0	0	0
60	4	8	81	-1	-82	1200	4	3	-1	0	0	0	0
61	4	7	81	-1	-82	120	4	0	-1	0	0	0	0
55	4	6	82	-1	-83	3600	4	0	-1	0	0	0	0
55	4	6	82	-1	-83	3600	4	1	-1	0	0	0	0
55	4	6	82	-1	-83	3600	4	2	-1	0	0	0	0
55	4	6	82	-1	-83	3600	4	3	-1	0	0	0	0
55	4	6	82	-1	-83	3600	4	4	-1	0	0	0	0
55	4	6	82	-1	-83	3600	4	5	-1	0	0	0	0
